,Word,hits,misses,correct.rejections,false.alarms,word.x,pos,wn_num_meanings,wn_num_synonyms,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,meanings,meanings_n,num_synonyms,syn_n,arousal,concrete,fam,image,valence,X,word.y,mean.cor,num_syn,r.given.w,w.given.r,Acc,freq,M,false.alarm.rate,hit.rate,GloVe distinctiveness
67,APTITUDE,38,27,69,3,aptitude,n,1,1,55,41,53,40,1.08,1.7482,0.49,1.6232,1.21428571428571,28,2.0,22,3.2083333333333304,2.1923076923076903,4.53571428571429,1.35714285714286,3.77777777777778,1073,aptitude,0.0951247169864407,3.0,0.8235294117647088,0.3333333333333333,0.7810218978102191,3.7135720667043084,-4.812184355372418,0.04166666666666666,0.5846153846153846,0.09041761984218726
68,AQUARIUM,66,15,73,15,aquarium,n,1,3,141,85,125,77,2.76,2.1523,1.01,1.9345,1.39285714285714,28,0.555555555555556,27,3.0,4.78571428571429,4.888888888888889,5.0,4.0,1117,aquarium,0.10708739670920599,1.5555555555555558,0.7179487179487195,0.6428571428571427,0.8224852071005917,4.356708826689592,-4.798541578968631,0.17045454545454544,0.8148148148148148,0.08557323270408067
69,ARCHITECT,63,17,78,10,architect,n,1,2,334,169,311,161,6.55,2.525,2.01,2.2304,1.25,28,1.20833333333333,24,2.48,3.9285714285714306,4.75862068965517,3.8,3.68965517241379,1603,architect,0.24053455832848802,2.2083333333333304,0.8,0.452830188679246,0.8392857142857143,5.087596335232384,-5.879834418436557,0.11363636363636365,0.7875,0.06452929845323968
70,ARENA,45,23,70,8,arena,n,4,13,185,116,154,95,3.63,2.2695,1.38,2.0682,1.5,26,2.03703703703704,27,4.045454545454549,4.26923076923077,4.89285714285714,4.68,3.37931034482759,1777,arena,0.296529912677447,3.03703703703704,0.6666666666666666,0.3292682926829265,0.7876712328767124,4.564348191467836,-5.675230572727761,0.10256410256410256,0.6617647058823529,0.11688707497773458
71,ARGH,66,14,84,8,argh,,0,0,295,119,5,5,5.78,2.4713,1.42,2.0792,1.12,25,1.70588235294118,17,3.16,1.74074074074074,3.79310344827586,1.53333333333333,2.20689655172414,36,argh,-0.30777712036815,2.7058823529411806,0.8928571428571428,0.3695652173913038,0.8720930232558141,1.791759469228055,-2.787187521660935,0.08695652173913042,0.825,0.09731273714126078
72,ARGO,71,17,87,16,argo,n,1,1,42,9,0,0,0.82,1.6335,0.11,1.0,1.27777777777778,18,0.0666666666666667,15,2.45454545454545,3.40740740740741,2.41379310344828,2.10344827586207,3.0,121,argo,-0.21525967306332397,1.0666666666666669,0.7826086956521726,0.9375,0.8272251308900523,0.0,-0.06453852113757118,0.1553398058252427,0.8068181818181818,0.04970864598733515
73,ARGUE,42,42,87,5,argue,v,3,8,1007,814,999,808,19.75,3.0035,9.7,2.9112,1.11111111111111,27,3.7241379310344795,29,3.875,2.71428571428571,5.0,3.0714285714285694,1.85714285714286,2078,argue,0.44660084231897296,4.72413793103448,0.9000000000000009,0.2116788321167884,0.7329545454545454,6.695798917058491,-8.248484012900143,0.05434782608695652,0.5,0.13421377138686122
74,ARID,59,30,88,3,arid,s,2,5,16,16,14,14,0.31,1.2304,0.19,1.2304,1.23076923076923,26,2.0,24,2.6956521739130404,3.13793103448276,3.88888888888889,2.8,2.31034482758621,1335,arid,0.166443622225903,3.0,0.8125000000000006,0.3333333333333333,0.8166666666666667,2.7080502011022096,-3.80666248977032,0.03296703296703297,0.6629213483146067,0.10144866381808254
75,ARKS,61,27,93,4,arks,n,2,3,3,3,3,3,0.06,0.6021,0.04,0.6021,1.2173913043478302,23,1.56,25,2.68,4.03571428571429,3.93333333333333,3.6296296296296298,3.3214285714285694,21,arks,-0.330685470445997,2.56,0.8214285714285688,0.390625,0.8324324324324325,1.3862943611198906,-2.3263016196113617,0.041237113402061855,0.6931818181818182,0.05610470996860274
76,ARMIES,50,34,87,7,armies,n,3,9,178,120,169,114,3.49,2.2529,1.43,2.0828,1.1923076923076898,26,1.6086956521739098,23,4.16666666666667,4.03571428571429,4.93103448275862,4.48,2.21428571428571,1856,armies,0.324874643908218,2.60869565217391,0.8387096774193564,0.3833333333333338,0.7696629213483146,4.74493212836325,-5.7037824746562,0.07446808510638298,0.5952380952380952,0.10380594422580988
77,ARMS,55,31,81,14,arms,n,10,27,3050,1883,2873,1804,59.8,3.4844,22.45,3.2751,2.3703703703703702,27,2.04761904761905,21,2.9047619047618998,4.57692307692308,4.96296296296296,4.888888888888889,3.26923076923077,2127,arms,0.4833116846414389,3.0476190476190497,0.4218750000000001,0.3281249999999997,0.7513812154696132,7.498315870766982,-8.61267651640323,0.14736842105263154,0.6395348837209303,0.14089906132239433
78,ARSONIST,47,28,79,5,arsonist,n,1,3,52,23,43,21,1.02,1.7243,0.27,1.3802,1.0,27,1.5,28,4.32,4.21428571428571,4.76666666666667,3.35714285714286,1.3448275862069,339,arsonist,-0.105287287134244,2.5,1.0,0.4,0.7924528301886793,3.0910424533583165,-4.007333185232471,0.05952380952380953,0.6266666666666667,0.05889540354342688
79,ARTERIAL,61,28,89,8,arterial,a,1,1,68,55,58,49,1.33,1.8388,0.66,1.7482,1.32,25,1.06666666666667,15,3.2727272727272703,2.9615384615384603,3.63333333333333,2.4583333333333304,2.62068965517241,997,arterial,0.0763202017109166,2.06666666666667,0.7575757575757576,0.4838709677419347,0.8064516129032258,3.912023005428147,-4.637960008811084,0.08247422680412371,0.6853932584269663,0.0631499396539867
80,ARTIFICIALLY,55,25,70,17,artificially,r,1,3,36,30,35,29,0.71,1.5682,0.36,1.4914,1.25925925925926,27,2.0833333333333304,24,2.4210526315789505,1.9642857142857097,4.89655172413793,2.0,2.51724137931034,1431,artificially,0.189901774053245,3.0833333333333304,0.7941176470588229,0.3243243243243247,0.7485029940119761,3.4011973816621555,-4.527208644518378,0.19540229885057472,0.6875,0.12788175092038606
81,ARTY,57,15,79,2,arty,s,1,1,55,27,21,19,1.08,1.7482,0.32,1.4472,1.33333333333333,21,1.47058823529412,17,3.2727272727272703,2.44827586206897,3.18518518518519,2.44,3.89285714285714,200,arty,-0.16593035908413598,2.47058823529412,0.7500000000000019,0.4047619047619044,0.8888888888888888,2.9957322735539913,-3.900188547781144,0.02469135802469136,0.7916666666666666,0.09994210199264379
82,ASBESTOS,67,16,85,6,asbestos,n,1,1,66,43,58,40,1.29,1.8261,0.51,1.6435,1.0,27,0.27586206896551696,29,2.9583333333333304,4.60714285714286,4.6,3.34615384615385,1.75862068965517,1211,asbestos,0.132535566049253,1.2758620689655171,1.0,0.7837837837837841,0.8735632183908046,3.7135720667043084,-3.957194149362058,0.06593406593406594,0.8072289156626506,0.07377336465070554
83,ASCENDING,56,24,70,21,ascending,n,10,20,35,31,29,26,0.69,1.5563,0.37,1.5051,1.4642857142857097,28,3.375,24,3.43478260869565,2.7037037037037,4.79310344827586,2.8,3.44827586206897,1089,ascending,0.0982815316361897,4.375,0.6829268292682947,0.22857142857142854,0.7368421052631579,3.2958368660043287,-4.771743385813908,0.2307692307692308,0.7,0.08169685676332106
84,ASHTRAY,61,30,90,12,ashtray,n,1,1,166,117,156,111,3.25,2.2227,1.39,2.0719,1.03448275862069,29,0.555555555555556,27,1.77272727272727,4.888888888888889,4.6551724137931,4.86206896551724,2.1724137931034497,176,ashtray,-0.18014516611997,1.5555555555555558,0.9666666666666665,0.6428571428571427,0.7823834196891192,4.718498871295094,-5.160331623574134,0.1176470588235294,0.6703296703296703,0.08788525685590716
85,ASLEEP,45,32,80,4,asleep,a,5,12,2541,1705,2485,1679,49.82,3.4052,20.33,3.2319999999999998,1.07407407407407,27,1.6363636363636398,22,1.40909090909091,3.57692307692308,5.0,3.9166666666666696,4.17241379310345,1595,asleep,0.23660055858125303,2.63636363636364,0.9310344827586242,0.3793103448275856,0.7763975155279503,7.426549072397305,-8.395949629585411,0.047619047619047616,0.5844155844155844,0.14171325270458449
86,ASSAILANT,62,45,110,7,assailant,n,1,4,75,62,73,60,1.47,1.8808,0.74,1.7993,1.2962962962963,27,2.40909090909091,22,4.42857142857143,3.57692307692308,4.481481481481481,3.40740740740741,1.3076923076923102,1170,assailant,0.12100163827318901,3.40909090909091,0.7714285714285692,0.2933333333333332,0.7678571428571429,4.110873864173311,-5.337319524351306,0.059829059829059825,0.5794392523364486,0.11543868342547688
87,ASSEMBLAGE,57,28,86,7,assemblage,n,4,11,6,6,6,6,0.12,0.8451,0.07,0.8451,1.1363636363636398,22,2.28,25,2.4583333333333304,2.85714285714286,3.53333333333333,2.5,3.20689655172414,518,assemblage,-0.0514164174760629,3.28,0.8799999999999971,0.3048780487804878,0.8033707865168539,1.9459101490553128,-3.133753571451366,0.07526881720430108,0.6705882352941176,0.11008903346339087
88,ASSERTION,36,46,81,10,assertion,n,2,6,14,14,14,14,0.27,1.1761,0.17,1.1761,1.41379310344828,29,2.40740740740741,27,3.18181818181818,2.03703703703704,4.46428571428571,1.41379310344828,3.0689655172413794,1712,assertion,0.2742829990803,3.40740740740741,0.7073170731707297,0.29347826086956497,0.6763005780346821,2.7080502011022096,-3.934001912146922,0.10989010989010987,0.4390243902439024,0.10504834961184174
89,ASSESS,51,24,81,2,assess,n,8,52,83,79,73,71,1.63,1.9243,0.94,1.9031,1.26923076923077,26,2.65217391304348,23,2.48,2.9615384615384603,4.68965517241379,2.03333333333333,2.78571428571429,1938,assess,0.358163995102807,3.65217391304348,0.7878787878787874,0.2738095238095237,0.8354430379746836,4.276666119016055,-5.57198870193022,0.024096385542168683,0.68,0.09747182931207928
90,ASSETS,51,31,78,14,assets,n,2,3,260,185,254,185,5.1,2.4166,2.21,2.2695,2.32142857142857,28,3.28571428571429,21,3.3636363636363598,3.15384615384615,4.77777777777778,2.6296296296296298,3.84615384615385,2044,assets,0.420696453365067,4.28571428571429,0.4307692307692311,0.2333333333333331,0.7413793103448276,5.225746673713202,-6.681033906320045,0.15217391304347827,0.6219512195121951,0.06740563593151161
91,ASSIGN,34,41,70,9,assign,v,8,21,138,121,126,111,2.71,2.1430000000000002,1.44,2.0864,1.39285714285714,28,2.6666666666666696,24,2.52,2.57692307692308,4.93103448275862,1.7,3.0689655172413794,1358,assign,0.17099122041069198,3.6666666666666696,0.7179487179487195,0.2727272727272725,0.6753246753246753,4.718498871295094,-6.017781855425357,0.1139240506329114,0.4533333333333333,0.08108387205349359
92,ASSUMPTION,49,30,65,18,assumption,n,7,17,170,151,166,150,3.33,2.233,1.8,2.1818,1.33333333333333,27,2.27586206896552,29,2.75,2.03571428571429,4.93333333333333,1.3703703703703702,2.55172413793103,1904,assumption,0.340066470322079,3.2758620689655205,0.7500000000000019,0.30526315789473657,0.7037037037037037,5.017279836814924,-6.203860898428992,0.21686746987951808,0.620253164556962,0.13826379520634607
93,ASTRAL,51,27,84,4,astral,a,1,2,49,26,40,22,0.96,1.699,0.31,1.4314,1.2,15,1.11764705882353,17,2.77777777777778,2.14285714285714,3.1785714285714306,2.04,3.44827586206897,535,astral,-0.0463212280827253,2.11764705882353,0.8333333333333334,0.4722222222222221,0.8132530120481928,3.1354942159291497,-3.885799810329044,0.045454545454545456,0.6538461538461539,0.09746860814804127
94,ATLANTA,66,13,85,3,atlanta,n,2,4,334,170,4,4,6.55,2.525,2.03,2.233,1.07142857142857,28,0.04,25,2.7272727272727297,4.518518518518519,4.51724137931035,3.86206896551724,3.1724137931034497,1953,atlanta,0.36344423438623497,1.04,0.9333333333333346,0.9615384615384616,0.9041916167664672,1.6094379124341005,-1.6486586255873816,0.03409090909090909,0.8354430379746836,0.11615686397821674
95,ATTEMPT,41,44,75,15,attempt,n,4,15,975,752,956,740,19.12,2.9894,8.97,2.8768,1.25925925925926,27,2.3636363636363598,22,2.90909090909091,2.2,5.0,1.4166666666666698,3.28571428571429,2151,attempt,0.5169089337524271,3.3636363636363598,0.7941176470588229,0.2972972972972976,0.6628571428571428,6.608000625296088,-7.82102326514194,0.16666666666666666,0.4823529411764706,0.14087750669907423
96,AURA,70,17,86,13,aura,n,3,10,93,61,76,57,1.82,1.9731,0.73,1.7924,1.3076923076923102,26,1.44444444444444,18,3.09090909090909,2.3076923076923097,4.2,2.4583333333333304,3.89285714285714,1027,aura,0.0837558075226454,2.44444444444444,0.7647058823529399,0.4090909090909098,0.8387096774193549,4.060443010546419,-4.954260886568513,0.13131313131313133,0.8045977011494253,0.1232701047421727
97,AUSSIE,75,12,90,5,aussie,n,1,2,13,11,0,0,0.25,1.1461,0.13,1.0792,1.28571428571429,28,1.125,24,3.24,3.6666666666666696,4.21428571428571,3.44827586206897,3.64285714285714,1205,aussie,0.130222835617878,2.125,0.7777777777777751,0.4705882352941176,0.9065934065934066,0.0,-0.7537718023763802,0.05263157894736842,0.8620689655172413,0.11552029988930775
98,AUSTRIA,56,16,80,5,austria,n,1,3,146,68,0,0,2.86,2.1673,0.81,1.8388,1.0,27,0.0526315789473684,19,3.09090909090909,4.26923076923077,4.4666666666666694,3.5833333333333304,3.37931034482759,1809,austria,0.308680018346906,1.0526315789473684,1.0,0.95,0.8662420382165605,0.0,-0.05129329438755046,0.05882352941176471,0.7777777777777778,0.0907129370690979
99,AVALANCHE,64,14,74,8,avalanche,n,3,4,173,54,58,43,3.39,2.2405,0.64,1.7404,1.4074074074074099,27,0.39130434782608703,23,4.5,4.57142857142857,4.85714285714286,4.68,1.7142857142857097,1460,avalanche,0.198893026861969,1.391304347826087,0.7105263157894723,0.71875,0.8625,3.7841896339182615,-4.114431320788838,0.0975609756097561,0.8205128205128205,0.10531900506821117
100,AW,75,16,90,6,aw,,0,0,2079,1238,26,24,40.76,3.3181,14.76,3.0931,1.5,16,1.0,11,2.80952380952381,1.88461538461538,3.11111111111111,1.61538461538462,3.76923076923077,421,aw,-0.0757985581611114,2.0,0.6666666666666666,0.5,0.8823529411764706,3.218875824868201,-3.912023005428147,0.0625,0.8241758241758241,0.07882860464638372
101,BABBLING,43,22,61,9,babbling,n,5,25,158,130,150,127,3.1,2.2014,1.55,2.1173,1.6666666666666698,27,2.18181818181818,22,2.77777777777778,2.57142857142857,4.82142857142857,2.88,2.42857142857143,351,babbling,-0.100296868490656,3.18181818181818,0.5999999999999988,0.3142857142857145,0.7703703703703704,4.852030263919617,-6.009483052610659,0.12857142857142856,0.6615384615384615,0.1268549735122034
102,BACKFIRED,53,28,75,14,backfired,v,3,5,53,50,52,49,1.04,1.7324,0.6,1.7076,1.7931034482758603,29,2.1111111111111103,27,3.6363636363636402,2.2592592592592595,4.58620689655172,2.1379310344827602,1.82758620689655,1023,backfired,0.0829727861468516,3.11111111111111,0.5576923076923083,0.3214285714285716,0.7529411764705882,3.912023005428147,-5.04700293826713,0.15730337078651685,0.654320987654321,0.10175719661754458
103,BACKSTRETCH,57,30,89,6,backstretch,,0,0,16,7,16,7,0.31,1.2304,0.08,0.9031,1.48,25,0.954545454545455,22,2.64,3.4285714285714306,4.5,3.24137931034483,3.5862068965517206,767,backstretch,0.0215825895560559,1.954545454545455,0.6756756756756757,0.5116279069767441,0.8021978021978022,2.079441541679836,-2.7495992040150825,0.06315789473684211,0.6551724137931034,0.04933389634780627
104,BACKSTROKE,59,14,67,12,backstroke,n,2,2,14,13,12,11,0.27,1.1761,0.15,1.1461,1.38461538461538,26,0.52,25,3.0952380952381002,4.30769230769231,4.67857142857143,4.36,3.31034482758621,770,backstroke,0.0222529869948256,1.52,0.7222222222222247,0.6578947368421053,0.8289473684210527,2.4849066497880004,-2.903616984646185,0.1518987341772152,0.8082191780821918,0.03832401276018859
105,BADGE,43,36,75,13,badge,n,3,3,778,463,741,452,15.25,2.8915,5.52,2.6665,1.42307692307692,26,1.7692307692307698,26,3.09090909090909,4.730769230769231,4.89655172413793,4.64,3.3448275862069,1290,badge,0.156297446376672,2.76923076923077,0.7027027027027042,0.36111111111111105,0.7065868263473054,6.115892125483033,-7.134461706477608,0.14772727272727273,0.5443037974683544,0.06371018917768366
106,BAG,33,41,81,1,bag,n,14,29,4796,2508,4600,2458,94.04,3.681,29.9,3.3995,2.53333333333333,30,2.59090909090909,22,2.125,4.6153846153846105,4.925925925925929,4.57142857142857,3.3703703703703702,1871,bag,0.33133639253395797,3.59090909090909,0.3947368421052637,0.27848101265822794,0.7307692307692307,7.807510042216192,-9.085915441324898,0.012195121951219513,0.4459459459459459,0.09986933898461241
107,BAGHDAD,71,8,80,6,baghdad,n,1,3,74,34,1,1,1.45,1.8751,0.41,1.5441,1.0,27,0.1,20,3.45454545454545,4.46153846153846,4.43333333333333,3.6666666666666696,2.20689655172414,1956,baghdad,0.36452782251983895,1.1,1.0,0.9090909090909092,0.9151515151515152,0.6931471805599453,-0.7884573603642702,0.06976744186046513,0.8987341772151899,0.0863800559381426
108,BAKING,43,26,71,2,baking,n,7,10,177,138,166,132,3.47,2.2504,1.65,2.1430000000000002,1.5925925925925901,27,1.93103448275862,29,3.0,3.60714285714286,4.9666666666666694,4.07407407407407,4.03448275862069,1332,baking,0.165035031294285,2.9310344827586206,0.6279069767441872,0.34117647058823536,0.8028169014084507,4.890349128221754,-5.965704554725597,0.0273972602739726,0.6231884057971014,0.10070501600649107
109,BALACLAVA,56,15,72,4,balaclava,n,1,2,2,2,2,2,0.04,0.4771,0.02,0.4771,1.07692307692308,13,0.4,15,3.1363636363636402,4.38461538461539,2.67857142857143,3.56,3.24137931034483,185,balaclava,-0.172921385797709,1.4,0.928571428571426,0.7142857142857143,0.8707482993197279,1.0986122886681098,-1.4350845252893227,0.05263157894736842,0.7887323943661971,0.05577977113215328
110,BALLARD,64,12,63,22,ballard,,0,0,78,25,0,0,1.53,1.8976,0.3,1.415,1.0,17,0.3529411764705879,17,2.25,3.46428571428571,2.36666666666667,1.82142857142857,3.14285714285714,785,ballard,0.0258315544087793,1.352941176470588,1.0,0.7391304347826089,0.7888198757763976,0.0,-0.3022808718729334,0.25882352941176473,0.8421052631578947,0.0794526947122515
111,BALLISTICS,66,23,88,10,ballistics,n,2,3,120,82,76,54,2.35,2.0828,0.98,1.9191,1.2962962962963,27,0.6363636363636359,22,3.68421052631579,2.75,4.6551724137931,2.44,2.53571428571429,783,ballistics,0.0255166871617638,1.636363636363636,0.7714285714285692,0.6111111111111113,0.8235294117647058,4.007333185232471,-4.499809670330264,0.1020408163265306,0.7415730337078652,0.06070417575828041
112,BALLS,71,14,86,7,balls,n,13,30,2048,1141,1927,1100,40.16,3.3115,13.6,3.0577,2.60714285714286,28,2.3333333333333304,27,3.3636363636363598,4.6551724137931,4.888888888888889,4.72,3.0689655172413794,1858,balls,0.32506174718238895,3.3333333333333304,0.383561643835616,0.3000000000000003,0.8820224719101124,7.003974136722679,-8.207946941048615,0.07526881720430108,0.8352941176470589,0.11892060364311237
113,BALM,51,21,73,7,balm,n,2,6,30,24,28,22,0.59,1.4914,0.29,1.3979,1.64285714285714,28,1.88461538461538,26,1.8095238095238102,4.03846153846154,4.37931034482759,3.10344827586207,3.68965517241379,539,balm,-0.0452211376770008,2.88461538461538,0.6086956521739141,0.34666666666666723,0.8157894736842105,3.1354942159291497,-4.194885791443976,0.0875,0.7083333333333334,0.09472314255752058
114,BANANAS,65,15,80,6,bananas,n,2,3,278,176,229,153,5.45,2.4456,2.1,2.248,2.0,27,0.545454545454545,22,2.6363636363636402,4.96,4.96296296296296,4.925925925925929,4.0,1276,bananas,0.151340387417923,1.545454545454545,0.5,0.647058823529412,0.8734939759036144,5.0369526024136295,-5.472270673671474,0.06976744186046513,0.8125,0.10899368854264958
115,BANGKOK,58,27,86,8,bangkok,n,1,3,112,52,0,0,2.2,2.0531,0.62,1.7243,1.0,27,0.2,20,3.59090909090909,4.34615384615385,4.13333333333333,3.7916666666666696,3.1724137931034497,1788,bangkok,0.30072447532670005,1.2,1.0,0.8333333333333334,0.8044692737430168,0.0,-0.1823215567939546,0.0851063829787234,0.6823529411764706,0.09577595765057106
116,BANISTER,55,24,70,13,banister,n,1,5,67,31,39,29,1.31,1.8325,0.37,1.5051,1.2,25,1.54545454545455,22,2.2272727272727297,4.769230769230769,4.64285714285714,4.8,3.0714285714285694,77,banister,-0.262185110172807,2.5454545454545503,0.8333333333333334,0.3928571428571421,0.7716049382716049,3.4011973816621555,-4.33550661903899,0.1566265060240964,0.6962025316455697,0.08770903881715322
117,BARBARA,70,14,84,8,barbara,,0,0,1154,320,10,2,22.63,3.0626,3.81,2.5065,1.15384615384615,26,0.0909090909090909,22,2.47826086956522,3.68965517241379,4.0,2.72,3.13793103448276,1629,barbara,0.24855478113216398,1.0909090909090908,0.8666666666666696,0.9166666666666669,0.875,1.0986122886681098,-1.1856236656577397,0.08695652173913042,0.8333333333333334,0.11645977788638037
118,BARBARIANS,51,21,71,10,barbarians,n,2,9,64,49,51,40,1.25,1.8129,0.58,1.699,1.33333333333333,30,2.04761904761905,21,4.25,3.30769230769231,4.53571428571429,3.78571428571429,1.80769230769231,972,barbarians,0.0700948200207817,3.0476190476190497,0.7500000000000019,0.3281249999999997,0.7973856209150327,3.7135720667043084,-4.827932712340559,0.12345679012345677,0.7083333333333334,0.11907419875677668
